Content Type,Date,Program,Segment Description,Speaker Description,Speaker Name,Subtitle,affiliation,Processed,Sentiment_Score
O-Ton,2023-05-23,tagesthemen,"(zur Frage, ob sie es ausschließt, dass das Gesetz noch vor derSommerpause durch den Bundestag geht: Nein, das wird vor der Sommerpause mit Sicherheit nichtgeschehen können, denn es gibt über hundert Fragen, die wir gestellt haben. Wir brauchen Antworten, umdas zu begleiten. Das ist übrigens in einem Verfahren auch nichts Ungewöhnliches, dass ein Gesetz erst malim Kabinett ist und dann sozusagen den Parlamentariern vorgelegt wird, da gibt es viele Beispiele. Und dieseFragen müssen im Interesse der 66 Millionen Menschen beantwortet werden. Und wie gesagt, es geht dochnicht darum, bis zum 9. Juli ein Gesetz zu haben, als ob das Leben danach nicht weitergeht, sondern einGesetz auf den Weg zu bringen, was nachhaltig ist, was die Menschen mitnimmt und was die Akzeptanz -und ich glaube, dass es bei dem Thema wirklich von hoher Relevanz - dass wir die Menschen mitnehmenund sie es akzeptieren, was wir machen. Und die Unruhe ist gigantisch. Das werden Sie in Ihrem Freundes-,Bekannten-, Familienkreis auch hören. Keiner weiß mehr, was Sache ist. Jeder fragt brauche ich jetzt eineneue Heizung oder nicht? Und ich glaube, deswegen ist es sehr wichtig, dass wir intern in der Tat verbalabrüsten, aber uns um die Sache selber kümmern. Und ich bin optimistisch, vielleicht, weil ich aus demRheinland komme. Aber ich glaube schon, dass wir was Gutes auf den Weg bringen)","ob sie es ausschließt, dass das Gesetz noch vor der",Marie-Agnes Strack-Zimmermann (zur Frage,"Es ist nicht ungewoehnlich, dass ein Gesetz erst im Kabinett ist,",Expert,ungewoehnlich Gesetz erst Kabinett,0
O-Ton,2023-05-23,tagesthemen,"(zur Frage, ob sie es ausschließt, dass das Gesetz noch vor derSommerpause durch den Bundestag geht: Nein, das wird vor der Sommerpause mit Sicherheit nichtgeschehen können, denn es gibt über hundert Fragen, die wir gestellt haben. Wir brauchen Antworten, umdas zu begleiten. Das ist übrigens in einem Verfahren auch nichts Ungewöhnliches, dass ein Gesetz erst malim Kabinett ist und dann sozusagen den Parlamentariern vorgelegt wird, da gibt es viele Beispiele. Und dieseFragen müssen im Interesse der 66 Millionen Menschen beantwortet werden. Und wie gesagt, es geht dochnicht darum, bis zum 9. Juli ein Gesetz zu haben, als ob das Leben danach nicht weitergeht, sondern einGesetz auf den Weg zu bringen, was nachhaltig ist, was die Menschen mitnimmt und was die Akzeptanz -und ich glaube, dass es bei dem Thema wirklich von hoher Relevanz - dass wir die Menschen mitnehmenund sie es akzeptieren, was wir machen. Und die Unruhe ist gigantisch. Das werden Sie in Ihrem Freundes-,Bekannten-, Familienkreis auch hören. Keiner weiß mehr, was Sache ist. Jeder fragt brauche ich jetzt eineneue Heizung oder nicht? Und ich glaube, deswegen ist es sehr wichtig, dass wir intern in der Tat verbalabrüsten, aber uns um die Sache selber kümmern. Und ich bin optimistisch, vielleicht, weil ich aus demRheinland komme. Aber ich glaube schon, dass wir was Gutes auf den Weg bringen)","ob sie es ausschließt, dass das Gesetz noch vor der",Marie-Agnes Strack-Zimmermann (zur Frage,und dann den Parlamentariern vorgelegt wird.,Expert,Parlamentarier vorlegen,0
O-Ton,2023-05-23,tagesthemen,"(zur Frage, ob sie es ausschließt, dass das Gesetz noch vor derSommerpause durch den Bundestag geht: Nein, das wird vor der Sommerpause mit Sicherheit nichtgeschehen können, denn es gibt über hundert Fragen, die wir gestellt haben. Wir brauchen Antworten, umdas zu begleiten. Das ist übrigens in einem Verfahren auch nichts Ungewöhnliches, dass ein Gesetz erst malim Kabinett ist und dann sozusagen den Parlamentariern vorgelegt wird, da gibt es viele Beispiele. Und dieseFragen müssen im Interesse der 66 Millionen Menschen beantwortet werden. Und wie gesagt, es geht dochnicht darum, bis zum 9. Juli ein Gesetz zu haben, als ob das Leben danach nicht weitergeht, sondern einGesetz auf den Weg zu bringen, was nachhaltig ist, was die Menschen mitnimmt und was die Akzeptanz -und ich glaube, dass es bei dem Thema wirklich von hoher Relevanz - dass wir die Menschen mitnehmenund sie es akzeptieren, was wir machen. Und die Unruhe ist gigantisch. Das werden Sie in Ihrem Freundes-,Bekannten-, Familienkreis auch hören. Keiner weiß mehr, was Sache ist. Jeder fragt brauche ich jetzt eineneue Heizung oder nicht? Und ich glaube, deswegen ist es sehr wichtig, dass wir intern in der Tat verbalabrüsten, aber uns um die Sache selber kümmern. Und ich bin optimistisch, vielleicht, weil ich aus demRheinland komme. Aber ich glaube schon, dass wir was Gutes auf den Weg bringen)","ob sie es ausschließt, dass das Gesetz noch vor der",Marie-Agnes Strack-Zimmermann (zur Frage,Das muss fuer Millionen Menschen beantwortet werden.,Expert,Muss Fuer Million Mensch beantworten,0
O-Ton,2023-05-23,tagesthemen,"(zur Frage, ob sie es ausschließt, dass das Gesetz noch vor derSommerpause durch den Bundestag geht: Nein, das wird vor der Sommerpause mit Sicherheit nichtgeschehen können, denn es gibt über hundert Fragen, die wir gestellt haben. Wir brauchen Antworten, umdas zu begleiten. Das ist übrigens in einem Verfahren auch nichts Ungewöhnliches, dass ein Gesetz erst malim Kabinett ist und dann sozusagen den Parlamentariern vorgelegt wird, da gibt es viele Beispiele. Und dieseFragen müssen im Interesse der 66 Millionen Menschen beantwortet werden. Und wie gesagt, es geht dochnicht darum, bis zum 9. Juli ein Gesetz zu haben, als ob das Leben danach nicht weitergeht, sondern einGesetz auf den Weg zu bringen, was nachhaltig ist, was die Menschen mitnimmt und was die Akzeptanz -und ich glaube, dass es bei dem Thema wirklich von hoher Relevanz - dass wir die Menschen mitnehmenund sie es akzeptieren, was wir machen. Und die Unruhe ist gigantisch. Das werden Sie in Ihrem Freundes-,Bekannten-, Familienkreis auch hören. Keiner weiß mehr, was Sache ist. Jeder fragt brauche ich jetzt eineneue Heizung oder nicht? Und ich glaube, deswegen ist es sehr wichtig, dass wir intern in der Tat verbalabrüsten, aber uns um die Sache selber kümmern. Und ich bin optimistisch, vielleicht, weil ich aus demRheinland komme. Aber ich glaube schon, dass wir was Gutes auf den Weg bringen)","ob sie es ausschließt, dass das Gesetz noch vor der",Marie-Agnes Strack-Zimmermann (zur Frage,Das Leben geht auch nach dem 9. Juli weiter.,Expert,Leben gehen 9 Juli,0
O-Ton,2023-05-23,tagesthemen,"(zur Frage, ob sie es ausschließt, dass das Gesetz noch vor derSommerpause durch den Bundestag geht: Nein, das wird vor der Sommerpause mit Sicherheit nichtgeschehen können, denn es gibt über hundert Fragen, die wir gestellt haben. Wir brauchen Antworten, umdas zu begleiten. Das ist übrigens in einem Verfahren auch nichts Ungewöhnliches, dass ein Gesetz erst malim Kabinett ist und dann sozusagen den Parlamentariern vorgelegt wird, da gibt es viele Beispiele. Und dieseFragen müssen im Interesse der 66 Millionen Menschen beantwortet werden. Und wie gesagt, es geht dochnicht darum, bis zum 9. Juli ein Gesetz zu haben, als ob das Leben danach nicht weitergeht, sondern einGesetz auf den Weg zu bringen, was nachhaltig ist, was die Menschen mitnimmt und was die Akzeptanz -und ich glaube, dass es bei dem Thema wirklich von hoher Relevanz - dass wir die Menschen mitnehmenund sie es akzeptieren, was wir machen. Und die Unruhe ist gigantisch. Das werden Sie in Ihrem Freundes-,Bekannten-, Familienkreis auch hören. Keiner weiß mehr, was Sache ist. Jeder fragt brauche ich jetzt eineneue Heizung oder nicht? Und ich glaube, deswegen ist es sehr wichtig, dass wir intern in der Tat verbalabrüsten, aber uns um die Sache selber kümmern. Und ich bin optimistisch, vielleicht, weil ich aus demRheinland komme. Aber ich glaube schon, dass wir was Gutes auf den Weg bringen)","ob sie es ausschließt, dass das Gesetz noch vor der",Marie-Agnes Strack-Zimmermann (zur Frage,"Das Gesetz muss nachhaltig sein, die Menschen mitnehmen.",Expert,Gesetz Muss nachhaltig Mensch mitnehmen,0
O-Ton,2023-05-23,tagesthemen,"(zur Frage, ob sie es ausschließt, dass das Gesetz noch vor derSommerpause durch den Bundestag geht: Nein, das wird vor der Sommerpause mit Sicherheit nichtgeschehen können, denn es gibt über hundert Fragen, die wir gestellt haben. Wir brauchen Antworten, umdas zu begleiten. Das ist übrigens in einem Verfahren auch nichts Ungewöhnliches, dass ein Gesetz erst malim Kabinett ist und dann sozusagen den Parlamentariern vorgelegt wird, da gibt es viele Beispiele. Und dieseFragen müssen im Interesse der 66 Millionen Menschen beantwortet werden. Und wie gesagt, es geht dochnicht darum, bis zum 9. Juli ein Gesetz zu haben, als ob das Leben danach nicht weitergeht, sondern einGesetz auf den Weg zu bringen, was nachhaltig ist, was die Menschen mitnimmt und was die Akzeptanz -und ich glaube, dass es bei dem Thema wirklich von hoher Relevanz - dass wir die Menschen mitnehmenund sie es akzeptieren, was wir machen. Und die Unruhe ist gigantisch. Das werden Sie in Ihrem Freundes-,Bekannten-, Familienkreis auch hören. Keiner weiß mehr, was Sache ist. Jeder fragt brauche ich jetzt eineneue Heizung oder nicht? Und ich glaube, deswegen ist es sehr wichtig, dass wir intern in der Tat verbalabrüsten, aber uns um die Sache selber kümmern. Und ich bin optimistisch, vielleicht, weil ich aus demRheinland komme. Aber ich glaube schon, dass wir was Gutes auf den Weg bringen)","ob sie es ausschließt, dass das Gesetz noch vor der",Marie-Agnes Strack-Zimmermann (zur Frage,Akzeptanz ist von hoher Relevanz.,Expert,Akzeptanz hoch Relevanz,0
O-Ton,2023-05-23,tagesthemen,"(zur Frage, ob sie es ausschließt, dass das Gesetz noch vor derSommerpause durch den Bundestag geht: Nein, das wird vor der Sommerpause mit Sicherheit nichtgeschehen können, denn es gibt über hundert Fragen, die wir gestellt haben. Wir brauchen Antworten, umdas zu begleiten. Das ist übrigens in einem Verfahren auch nichts Ungewöhnliches, dass ein Gesetz erst malim Kabinett ist und dann sozusagen den Parlamentariern vorgelegt wird, da gibt es viele Beispiele. Und dieseFragen müssen im Interesse der 66 Millionen Menschen beantwortet werden. Und wie gesagt, es geht dochnicht darum, bis zum 9. Juli ein Gesetz zu haben, als ob das Leben danach nicht weitergeht, sondern einGesetz auf den Weg zu bringen, was nachhaltig ist, was die Menschen mitnimmt und was die Akzeptanz -und ich glaube, dass es bei dem Thema wirklich von hoher Relevanz - dass wir die Menschen mitnehmenund sie es akzeptieren, was wir machen. Und die Unruhe ist gigantisch. Das werden Sie in Ihrem Freundes-,Bekannten-, Familienkreis auch hören. Keiner weiß mehr, was Sache ist. Jeder fragt brauche ich jetzt eineneue Heizung oder nicht? Und ich glaube, deswegen ist es sehr wichtig, dass wir intern in der Tat verbalabrüsten, aber uns um die Sache selber kümmern. Und ich bin optimistisch, vielleicht, weil ich aus demRheinland komme. Aber ich glaube schon, dass wir was Gutes auf den Weg bringen)","ob sie es ausschließt, dass das Gesetz noch vor der",Marie-Agnes Strack-Zimmermann (zur Frage,"Die Unruhe ist hoch, das werden Sie in Ihrem Freundeskreis hoeren.",Expert,Unruhe hoch Freundeskreis hoeren,0
O-Ton,2023-05-23,tagesthemen,"(zur Frage, ob sie es ausschließt, dass das Gesetz noch vor derSommerpause durch den Bundestag geht: Nein, das wird vor der Sommerpause mit Sicherheit nichtgeschehen können, denn es gibt über hundert Fragen, die wir gestellt haben. Wir brauchen Antworten, umdas zu begleiten. Das ist übrigens in einem Verfahren auch nichts Ungewöhnliches, dass ein Gesetz erst malim Kabinett ist und dann sozusagen den Parlamentariern vorgelegt wird, da gibt es viele Beispiele. Und dieseFragen müssen im Interesse der 66 Millionen Menschen beantwortet werden. Und wie gesagt, es geht dochnicht darum, bis zum 9. Juli ein Gesetz zu haben, als ob das Leben danach nicht weitergeht, sondern einGesetz auf den Weg zu bringen, was nachhaltig ist, was die Menschen mitnimmt und was die Akzeptanz -und ich glaube, dass es bei dem Thema wirklich von hoher Relevanz - dass wir die Menschen mitnehmenund sie es akzeptieren, was wir machen. Und die Unruhe ist gigantisch. Das werden Sie in Ihrem Freundes-,Bekannten-, Familienkreis auch hören. Keiner weiß mehr, was Sache ist. Jeder fragt brauche ich jetzt eineneue Heizung oder nicht? Und ich glaube, deswegen ist es sehr wichtig, dass wir intern in der Tat verbalabrüsten, aber uns um die Sache selber kümmern. Und ich bin optimistisch, vielleicht, weil ich aus demRheinland komme. Aber ich glaube schon, dass wir was Gutes auf den Weg bringen)","ob sie es ausschließt, dass das Gesetz noch vor der",Marie-Agnes Strack-Zimmermann (zur Frage,Wir muessen verbal abruesten.,Expert,muessen verbal abruesen,0
Sachinhalt,2023-05-23,tagesthemen,"Die Regierungsfraktionen von SPD, Bündnis 90/Die Grünen und FDP haben die Einbringung des Gebäudeenergiegesetzes (Heizungsgesetzes) in den Bundestag verschoben. Hintergrund sind grundsätzliche Bedenken der FDP. Der Koalitionspartner besteht - anders als SPD und Grüne - auf eine grundsätzliche Überarbeitung des Gesetzentwurfs. Damit sinkt die Wahrscheinlichkeit, dass das Gesetz - wie ursprünglich geplant - noch vor der parlamentarischen Sommerpause verabschiedet wird. Bildinhalt",Moderation,Helge Fuhst,Die Ampel ist stehend k.o.!,ARD,Ampel stehend ko,0
O-Ton,2023-05-23,tagesthemen,"(zur Frage, warum der Streit nicht hinter den Kulissen ausgetragen wird:Nein, ich glaube, für die Menschen, von denen wir jetzt wir beide jetzt sprechen, die wollen natürlich eineDiskussion, weil es kommt sehr darauf an, was am Ende dabei rauskommt. Ob die jetzt besonders15.11.2023 09:50 Seite 20 von 57 NDR Copyright (c) 2004",warum der Streit nicht hinter den Kulissen ausgetragen wird:,Marie-Agnes Strack-Zimmermann (zur Frage,Wir sollten das nicht an der Sommerpause festmachen.,Expert,sollen sommerpause festmach,0
O-Ton,2023-05-23,tagesthemen,"(zur Frage, warum der Streit nicht hinter den Kulissen ausgetragen wird:Nein, ich glaube, für die Menschen, von denen wir jetzt wir beide jetzt sprechen, die wollen natürlich eineDiskussion, weil es kommt sehr darauf an, was am Ende dabei rauskommt. Ob die jetzt besonders15.11.2023 09:50 Seite 20 von 57 NDR Copyright (c) 2004",warum der Streit nicht hinter den Kulissen ausgetragen wird:,Marie-Agnes Strack-Zimmermann (zur Frage,"Wir muessen sagen, ob etwas nachgebessert wird.",Expert,muessen sagen nachgebessert,0
O-Ton,2023-05-23,tagesthemen,"(zur Frage, wem ein öffentlich ausgetragener Streit in derRegierungskoalition dient: 66 Millionen Deutschen, denn die sind davon betroffen, wenn ein solches Gesetzauf den Weg gebracht wird. Und die meisten davon wollen eine Veränderung, aber sie wollen esnachvollziehen. Was kommt auf Sie zu? Was kostet es? Wie schnell kommt es? Denn all diese 66 Millionen -also ich berechne sozusagen die, die über 20 Jahre alt sind, Mieter sind, Vermieter sind, ein Häuschenhaben - die haben, glaube ich, ein Anrecht, dass man darüber diskutiert. Die verstehen das auch. Vor allenDingen sind sie sehr beunruhigt, weil die Kommunikation aus dem Hause Habeck bisher unglücklich war.Und insofern, glaube ich, sollten wir verbal abrüsten und an die Menschen denken, um dies letztendlich geht)",Fraktion FDP,Marie-Agnes Strack-Zimmermann,"Ich zaehle nur die, die ueber 20 sind.",Expert,zaehlen ueber 20,0
O-Ton,2023-05-23,tagesthemen,"(zur Frage, wem ein öffentlich ausgetragener Streit in derRegierungskoalition dient: 66 Millionen Deutschen, denn die sind davon betroffen, wenn ein solches Gesetzauf den Weg gebracht wird. Und die meisten davon wollen eine Veränderung, aber sie wollen esnachvollziehen. Was kommt auf Sie zu? Was kostet es? Wie schnell kommt es? Denn all diese 66 Millionen -also ich berechne sozusagen die, die über 20 Jahre alt sind, Mieter sind, Vermieter sind, ein Häuschenhaben - die haben, glaube ich, ein Anrecht, dass man darüber diskutiert. Die verstehen das auch. Vor allenDingen sind sie sehr beunruhigt, weil die Kommunikation aus dem Hause Habeck bisher unglücklich war.Und insofern, glaube ich, sollten wir verbal abrüsten und an die Menschen denken, um dies letztendlich geht)",Fraktion FDP,Marie-Agnes Strack-Zimmermann,"Die haben ein Anrecht darauf, dass man darueber diskutiert.",Expert,Anrecht darauf darueber diskutieren,0
Sachinhalt,2023-05-23,tagesthemen,"Die Regierungsfraktionen von SPD, Bündnis 90/Die Grünen und FDP haben die Einbringung des Gebäudeenergiegesetzes (Heizungsgesetzes) in den Bundestag verschoben. Hintergrund sind grundsätzliche Bedenken der FDP. Der Koalitionspartner besteht - anders als SPD und Grüne - auf eine grundsätzliche Überarbeitung des Gesetzentwurfs. Damit sinkt die Wahrscheinlichkeit, dass das Gesetz - wie ursprünglich geplant - noch vor der parlamentarischen Sommerpause verabschiedet wird. Bildinhalt",Moderation,Helge Fuhst,Opposition in der Koalition.,ARD,Opposition Koalition,0
